GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	642.229	109.473	0.448	0.470	Y	NA
CDKN2B	DEL	642.229	95.313	0.381	0.448	N	NA
CHP2	MUT	642.229	1.968	0.006	0.006	N	NA
EGFR	AMPL_MUT	642.229	132.502	0.393	0.393	Y	NA
PTEN	MUT	642.229	82.314	0.290	0.314	Y	NA
COL1A2	MUT	642.229	15.698	0.043	0.043	N	NA
LAMA1	MUT	642.229	7.036	0.018	0.018	N	NA
TUBA3C	MUT	642.229	2.009	0.006	0.012	N	NA
SEC61G	AMPL	642.229	37.325	0.159	0.317	N	NA
FCER1A	MUT	642.229	1.958	0.003	0.006	N	NA
HLA-DRB1	AMPL	642.229	53.792	0.189	0.189	N	NA
PCDHGC5	MUT	642.229	3.728	0.107	0.110	N	NA
FOXG1	MUT	22.841	0.070	0.003	0.009	N	NA
