GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ASPM	MUT	751.918	5.356	0.012	0.015	N	NA
CNTN1	MUT	751.918	2.301	0.006	0.006	N	NA
COL4A5	MUT	751.918	3.744	0.012	0.012	N	NA
EGFR	AMPL_MUT	751.918	132.502	0.393	0.393	Y	NA
HMHA1	MUT	751.918	2.378	0.006	0.009	N	NA
PIK3C2B	AMPL	751.918	17.980	0.052	0.055	N	NA
PIK3CG	MUT	751.918	13.686	0.037	0.037	N	NA
SEC61G	AMPL	751.918	37.325	0.159	0.317	N	NA
STAT1	MUT	751.918	2.927	0.006	0.006	N	NA
GABRA1	MUT	751.918	5.521	0.015	0.015	N	NA
HDAC2	MUT	751.918	4.810	0.012	0.012	N	NA
MDM4	AMPL	751.918	7.911	0.018	0.037	Y	NA
RB1	DEL_MUT	751.918	24.137	0.067	0.070	Y	NA
NDN	MUT	8.219	0.025	0.003	0.006	N	NA
GRIN2A	MUT	6.761	5.726	0.021	0.024	N	NA
