GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
COL6A2	MUT	132.457	9.922	0.027	0.027	N	NA
DNMBP	MUT	132.457	6.093	0.018	0.024	N	NA
PTEN	MUT	132.457	82.314	0.290	0.314	Y	NA
PIK3C2B	AMPL	132.457	17.980	0.052	0.055	N	NA
CELSR3	MUT	12.732	0.073	0.012	0.012	N	NA
PCDH15	DEL	12.732	0.203	0.027	0.027	N	NA
ELAVL2	DEL	4.155	0.343	0.088	0.143	N	NA
CACNA1E	MUT	3.133	1.491	0.015	0.015	N	NA
CDKN2A	DEL	2.685	109.473	0.448	0.470	Y	NA
CDKN2B	DEL	2.685	95.313	0.381	0.448	N	NA
