GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADAM12	DEL	364.969	8.159	0.018	0.024	N	NA
BTRC	DEL	364.969	4.253	0.015	0.015	N	NA
BUB3	DEL	364.969	7.887	0.021	0.021	N	NA
CDC2	DEL	364.969	3.273	0.009	0.009	N	NA
CDK4	AMPL	364.969	38.700	0.113	0.116	Y	NA
EPC1	DEL	364.969	5.684	0.018	0.018	N	NA
MDM2	AMPL	364.969	13.172	0.052	0.076	Y	NA
STAT6	DEL	364.969	8.145	0.021	0.021	N	NA
TCF7L2	DEL	364.969	6.095	0.021	0.021	Y	NA
ZWINT	DEL	364.969	5.355	0.012	0.015	N	NA
ITGB1	DEL	364.969	6.519	0.018	0.018	N	NA
EGFR	MUT	364.969	132.502	0.393	0.393	Y	NA
ITGA8	DEL	364.969	3.929	0.015	0.015	N	NA
LAMC1	MUT	364.969	3.174	0.006	0.006	N	NA
LRP1	DEL	364.969	15.134	0.034	0.034	N	NA
PLAU	DEL	364.969	7.887	0.021	0.021	N	NA
PTEN	DEL	364.969	82.314	0.290	0.314	Y	NA
PRKCQ	DEL	364.969	3.525	0.015	0.015	N	NA
FAS	DEL	364.969	6.765	0.018	0.024	N	NA
FGFR2	DEL	364.969	8.876	0.027	0.027	Y	NA
IFNG	DEL	364.969	12.991	0.034	0.034	N	NA
PNLIP	DEL	364.969	2.082	0.012	0.015	N	NA
CALML5	DEL	364.969	3.415	0.015	0.015	N	NA
SLC18A2	DEL	14.071	4.503	0.018	0.018	N	NA
HOXC8	DEL	9.930	0.030	0.003	0.003	N	NA
GLI1	DEL	6.405	14.652	0.055	0.064	N	NA
CDH23	DEL	3.053	7.287	0.030	0.030	N	NA
PCDH15	DEL	3.053	0.203	0.027	0.027	N	NA
PPP3CB	DEL	2.818	0.999	0.018	0.024	N	NA
