GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDH23	DEL	221.468	1.701	0.030	0.030	N	NA
CTNNB1	MUT	221.468	1.512	0.006	0.006	Y	NA
COL3A1	MUT	221.468	7.062	0.018	0.018	N	NA
EGFR	MUT	221.468	120.474	0.393	0.393	Y	NA
SLC17A7	MUT	221.468	1.633	0.006	0.006	N	NA
HLA-DRB1	AMPL	221.468	44.146	0.189	0.189	N	NA
NFATC1	MUT	221.468	0.675	0.003	0.003	N	NA
KDR	MUT	221.468	13.937	0.055	0.064	Y	NA
PTEN	MUT	221.468	71.767	0.290	0.314	Y	NA
RYR2	MUT	25.362	8.685	0.052	0.079	N	NA
ZNF274	MUT	2.947	0.009	0.003	0.006	N	NA
