GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	266.892	109.473	0.448	0.470	Y	NA
PTEN	MUT	266.892	82.314	0.290	0.314	Y	NA
TP53	MUT	266.892	93.401	0.284	0.284	Y	NA
CDKN2B	DEL	266.892	95.313	0.381	0.448	N	NA
CREBBP	MUT	266.892	3.204	0.015	0.015	Y	NA
TEK	DEL	266.892	13.031	0.034	0.064	N	NA
TBL1Y	DEL	266.892	23.325	0.067	0.195	N	NA
PCDH11Y	DEL	5.974	13.971	0.186	0.198	N	NA
PRKY	DEL	3.985	35.216	0.165	0.195	N	NA
GNAT3	MUT	2.759	5.516	0.024	0.027	N	NA
