GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	179.362	109.473	0.448	0.470	Y	NA
RRM2	AMPL	179.362	0.568	0.006	0.006	N	NA
PTEN	MUT	179.362	82.314	0.290	0.314	Y	NA
CDKN2B	DEL	179.362	95.313	0.381	0.448	N	NA
NTRK1	MUT	88.853	0.271	0.003	0.006	Y	NA
ROCK2	AMPL	88.853	0.531	0.006	0.006	N	NA
KLHL9	DEL	13.449	19.638	0.104	0.229	N	NA
FGFR2	AMPL	11.082	8.876	0.027	0.027	Y	NA
KIT	AMPL	11.082	18.857	0.073	0.076	Y	NA
PCDH11Y	DEL	10.978	13.971	0.186	0.198	N	NA
GRM5	AMPL	10.101	0.758	0.009	0.012	N	NA
MEF2D	AMPL	10.101	0.725	0.006	0.009	N	NA
ITGB2	MUT	8.976	0.945	0.009	0.012	N	NA
SDC1	AMPL	8.976	1.208	0.006	0.006	N	NA
CEP135	AMPL	7.330	1.860	0.021	0.027	N	NA
