GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADAM12	DEL	333.981	8.159	0.018	0.024	N	NA
BUB3	DEL	333.981	7.887	0.021	0.021	N	NA
TCF7L2	DEL	333.981	6.095	0.021	0.021	Y	NA
CDKN2A	DEL	333.981	109.473	0.448	0.470	Y	NA
ERG	DEL	333.981	4.940	0.012	0.012	Y	NA
CDKN2B	DEL	333.981	95.313	0.381	0.448	N	NA
EGFR	MUT	333.981	132.502	0.393	0.393	Y	NA
FLNA	MUT	333.981	4.446	0.018	0.018	N	NA
FLNC	MUT	333.981	8.199	0.024	0.024	N	NA
PLAU	DEL	333.981	7.887	0.021	0.021	N	NA
FGFR2	DEL	333.981	8.876	0.027	0.027	Y	NA
SLC18A2	DEL	333.981	4.503	0.018	0.018	N	NA
ETS2	DEL	333.981	1.018	0.003	0.003	N	NA
SEC61G	AMPL	13.655	37.325	0.159	0.317	N	NA
SVEP1	MUT	6.583	0.061	0.012	0.012	N	NA
PPP3CB	DEL	3.464	0.999	0.018	0.024	N	NA
PNLIP	DEL	3.441	2.082	0.012	0.015	N	NA
