GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CCT6A	AMPL	217.868	7.075	0.058	0.082	N	NA
CDKN2A	DEL	217.868	109.473	0.448	0.470	Y	NA
TP53	MUT	217.868	93.401	0.284	0.284	Y	NA
COL1A2	MUT	217.868	15.698	0.043	0.043	N	NA
COL6A3	MUT	217.868	11.578	0.034	0.034	N	NA
FLNA	MUT	217.868	4.446	0.018	0.018	N	NA
EGFR	AMPL_MUT	217.868	132.502	0.393	0.393	Y	NA
PLCG1	MUT	217.868	2.292	0.012	0.012	N	NA
MCM4	MUT	217.868	0.798	0.006	0.006	N	NA
PRKY	DEL	5.195	35.216	0.165	0.195	N	NA
ELAVL2	DEL	4.507	0.343	0.088	0.143	N	NA
PCDH11Y	DEL_MUT	3.919	13.971	0.186	0.198	N	NA
PCDHAC2	MUT	3.919	1.369	0.101	0.101	N	NA
PTEN	MUT	3.217	82.314	0.290	0.314	Y	NA
