GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CHEK2	MUT	642.703	6.707	0.012	0.024	NA	NA
HLA-DRB1	AMPL	642.703	94.991	0.189	0.189	NA	NA
TP53	MUT	642.703	159.942	0.284	0.284	NA	NA
PRKY	DEL	642.703	77.840	0.183	0.195	NA	NA
PTEN	MUT	642.703	146.881	0.299	0.314	NA	NA
F13A1	MUT	642.703	3.407	0.006	0.012	NA	NA
NF1	MUT	642.703	39.799	0.055	0.095	NA	NA
TBL1Y	DEL	642.703	41.165	0.073	0.195	NA	NA
PCDH11Y	DEL	12.411	29.250	0.189	0.198	NA	NA
RPS4Y1	DEL	2.758	4.989	0.030	0.192	NA	NA
