GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CD3G	AMPL	855.468	27.459	0.030	0.030	NA	NA
CDK4	AMPL	855.468	64.697	0.113	0.116	NA	NA
EGFR	AMPL_MUT	855.468	212.540	0.393	0.393	NA	NA
PRKY	DEL	855.468	77.840	0.183	0.195	NA	NA
SEC61G	AMPL	855.468	60.025	0.177	0.317	NA	NA
TP53	MUT	855.468	159.942	0.284	0.284	NA	NA
TBL1Y	DEL	855.468	41.165	0.073	0.195	NA	NA
PCDH11Y	DEL	855.468	29.250	0.189	0.198	NA	NA
TRIP6	MUT	855.468	2.646	0.009	0.012	NA	NA
RBAK	AMPL	5.639	4.274	0.015	0.015	NA	NA
RBMY1A1	DEL	4.307	6.531	0.021	0.149	NA	NA
