GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CABIN1	MUT	93.244	7.818	0.012	0.012	NA	NA
COL27A1	MUT	93.244	3.157	0.009	0.009	NA	NA
PLCG1	MUT	93.244	3.890	0.012	0.012	NA	NA
CXCL6	MUT	93.244	0.284	0.003	0.003	NA	NA
CDKN2A	DEL	43.743	193.770	0.454	0.470	NA	NA
MCM4	MUT	43.743	0.982	0.006	0.006	NA	NA
CDKN2B	DEL	43.743	169.776	0.384	0.448	NA	NA
PCDH11Y	DEL	6.339	29.250	0.189	0.198	NA	NA
PCDH7	MUT	6.339	1.682	0.012	0.012	NA	NA
UTRN	MUT	3.052	4.300	0.009	0.009	NA	NA
ESR2	MUT	2.718	3.564	0.009	0.009	NA	NA
