GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ANK2	MUT	257.236	9.989	0.030	0.030	N	NA
KDR	AMPL	257.236	14.830	0.055	0.064	Y	NA
MDM2	AMPL	257.236	13.172	0.052	0.076	Y	NA
PDGFRA	AMPL	257.236	14.298	0.055	0.055	Y	NA
RYR2	MUT	257.236	10.346	0.049	0.079	N	NA
SYNJ2	MUT	257.236	1.373	0.006	0.009	N	NA
KIT	AMPL	257.236	18.857	0.073	0.076	Y	NA
IGFBP7	AMPL	257.236	2.423	0.012	0.015	N	NA
CDC27	MUT	39.706	1.933	0.015	0.015	N	NA
SGCB	AMPL	39.706	0.121	0.003	0.024	N	NA
DDIT3	AMPL	14.407	4.834	0.018	0.073	Y	NA
APOB	MUT	7.029	4.333	0.030	0.040	N	NA
CEP135	AMPL	5.280	1.860	0.021	0.027	N	NA
DCTN2	AMPL_MUT	5.280	5.437	0.037	0.064	N	NA
KIF5A	AMPL	5.280	6.564	0.037	0.064	N	NA
GNAT3	MUT	4.312	5.516	0.024	0.027	N	NA
