GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
BCAR1	MUT	368.692	3.405	0.009	0.009	N	NA
CDK4	AMPL	368.692	38.700	0.113	0.116	Y	NA
IFNG	AMPL	368.692	12.991	0.034	0.034	N	NA
PTEN	MUT	368.692	82.314	0.290	0.314	Y	NA
NBN	MUT	368.692	1.124	0.003	0.003	N	NA
HLA-DRB1	AMPL	368.692	53.792	0.189	0.189	N	NA
RPN1	MUT	368.692	1.124	0.003	0.003	Y	NA
CCT2	MUT	33.404	1.831	0.024	0.030	N	NA
DCTN2	AMPL	33.404	5.437	0.037	0.064	N	NA
CTDSP2	AMPL	2.569	6.918	0.018	0.095	N	NA
