GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	670.445	109.473	0.448	0.470	Y	NA
CNTN2	AMPL	670.445	6.140	0.018	0.018	N	NA
EGFR	AMPL	670.445	132.502	0.393	0.393	Y	NA
ERG	MUT	670.445	4.940	0.012	0.012	Y	NA
F2	MUT	670.445	3.470	0.006	0.006	N	NA
LAMB3	MUT	670.445	4.554	0.012	0.012	N	NA
PIK3CA	MUT	670.445	31.215	0.091	0.091	Y	NA
MDM4	AMPL	670.445	7.911	0.018	0.037	Y	NA
GABRB3	MUT	670.445	5.799	0.021	0.021	N	NA
CDKN2B	DEL	670.445	95.313	0.381	0.448	N	NA
PHKG1	AMPL	670.445	4.539	0.027	0.079	N	NA
VAV1	MUT	670.445	5.485	0.009	0.009	N	NA
PIK3C2B	AMPL	670.445	17.980	0.052	0.055	N	NA
KIR3DL2	MUT	670.445	2.142	0.006	0.018	N	NA
SREBF1	MUT	670.445	2.044	0.003	0.003	N	NA
SEC61G	AMPL	21.077	37.325	0.159	0.317	N	NA
CCT6A	AMPL	16.556	7.075	0.058	0.082	N	NA
PCDHAC2	MUT	3.923	1.369	0.101	0.101	N	NA
