SAMPLE_ID	DRIVER	IMPACT_SCORE	IS_DEREGULATED	MODULE_SIZE	NUM_DRIVERS
0	CDKN2A	891.679	0	226	5
0	NF1	891.679	0	226	5
0	PTEN	891.679	0	226	5
0	TP53	891.679	0	226	5
0	CDKN2B	891.679	0	226	5
0	ZNF431	7.253	0	2	1
1	AKAP6	1280.727	0	330	15
1	ANAPC4	1280.727	0	330	15
1	CDK4	1280.727	1	330	15
1	EGFR	1280.727	0	330	15
1	HLA-DRB1	1280.727	1	330	15
1	PIK3R1	1280.727	1	330	15
1	TP53	1280.727	0	330	15
1	DCTN2	1280.727	0	330	15
1	GLI1	1280.727	0	330	15
1	DDIT3	1280.727	0	330	15
1	PIP4K2C	1280.727	0	330	15
1	PLCL1	1280.727	0	330	15
1	ARHGAP9	1280.727	0	330	15
1	KIF5A	1280.727	1	330	15
1	MAPK8IP3	1280.727	0	330	15
1	SEC61G	8.567	0	3	1
1	SHPRH	2.728	0	1	1
1	TPM3	6.953	0	2	1
1	ZNF583	2.861	0	1	1
2	ACTB	1463.074	0	367	45
2	ETV1	1463.074	0	367	45
2	CD3G	1463.074	0	367	45
2	IGFBP3	1463.074	0	367	45
2	ACTG1	1463.074	0	367	45
2	AHR	1463.074	1	367	45
2	RB1	1463.074	0	367	45
2	AMPH	1463.074	1	367	45
2	CAMK2B	1463.074	1	367	45
2	EGFR	1463.074	0	367	45
2	GCK	1463.074	0	367	45
2	GLI3	1463.074	0	367	45
2	HNRNPA2B1	1463.074	0	367	45
2	ITGB8	1463.074	0	367	45
2	PIK3C2B	1463.074	0	367	45
2	POLD2	1463.074	0	367	45
2	PPIA	1463.074	0	367	45
2	PSMA2	1463.074	0	367	45
2	PTEN	1463.074	0	367	45
2	RAC1	1463.074	0	367	45
2	SEC61G	1463.074	0	367	45
2	SEPT7	1463.074	0	367	45
2	THBS1	1463.074	0	367	45
2	CCT6A	1463.074	0	367	45
2	HOXA9	1463.074	0	367	45
2	IL6	1463.074	0	367	45
2	INHBA	1463.074	0	367	45
2	MYL7	1463.074	0	367	45
2	MAD1L1	1463.074	0	367	45
2	STK17A	1463.074	0	367	45
2	ADCY1	1463.074	0	367	45
2	ADORA1	1463.074	0	367	45
2	IKZF1	1463.074	0	367	45
2	TWIST1	1463.074	0	367	45
2	LSM5	1463.074	1	367	45
2	NUPL2	1463.074	0	367	45
2	SNRPE	1463.074	0	367	45
2	ADCYAP1R1	1463.074	0	367	45
2	GRB10	1463.074	0	367	45
2	PRKAR1B	1463.074	0	367	45
2	FFAR3	1463.074	0	367	45
2	DBNL	1463.074	0	367	45
2	RALA	1463.074	0	367	45
2	FMOD	1463.074	0	367	45
2	PHKG1	1463.074	0	367	45
2	AQP1	3.948	0	1	1
2	CYCS	2.830	0	1	1
2	HOXA10	3.907	0	1	1
2	PMS2	4.693	0	1	1
2	RBAK	11.095	0	3	3
2	ZNF107	11.095	0	3	3
2	ZNF713	11.095	0	3	3
2	SFRP4	3.957	0	1	1
2	TAX1BP1	2.545	0	1	1
3	CD3G	1095.539	0	272	9
3	FLI1	1095.539	0	272	9
3	SEC61G	1095.539	0	272	9
3	CDKN2A	1095.539	0	272	9
3	CDKN2B	1095.539	0	272	9
3	PCDHA8	1095.539	0	272	9
3	IFNA1	1095.539	0	272	9
3	IFNB1	1095.539	0	272	9
3	IFNA10	1095.539	0	272	9
3	ELAVL2	5.598	0	1	1
4	ADAM12	986.883	0	248	25
4	CFTR	986.883	0	248	25
4	EGFR	986.883	0	248	25
4	FN1	986.883	0	248	25
4	FURIN	986.883	0	248	25
4	ITGB3	986.883	0	248	25
4	LTF	986.883	1	248	25
4	NF1	986.883	0	248	25
4	TP53	986.883	0	248	25
4	CDKN2A	986.883	0	248	25
4	CSNK1E	986.883	0	248	25
4	HSP90AA1	986.883	0	248	25
4	PCDHA10	986.883	0	248	25
4	ASPM	986.883	1	248	25
4	ATR	986.883	0	248	25
4	GNAS	986.883	0	248	25
4	WNT2	986.883	0	248	25
4	ING3	986.883	0	248	25
4	TRRAP	986.883	0	248	25
4	TSC2	986.883	0	248	25
4	RAP2A	986.883	1	248	25
4	MSH6	986.883	0	248	25
4	ATM	986.883	0	248	25
4	MET	986.883	0	248	25
4	DOCK1	986.883	0	248	25
4	CD46	7.528	1	2	1
4	HLA-DRB1	16.431	0	3	1
4	NPTX2	11.454	1	2	1
5	TP53	1363.798	1	341	1
6	CDKN2A	615.105	0	166	26
6	CLOCK	615.105	0	166	26
6	MAPK9	615.105	0	166	26
6	MLH1	615.105	0	166	26
6	POLR2B	615.105	0	166	26
6	RRM2	615.105	1	166	26
6	TGFBR2	615.105	0	166	26
6	USF1	615.105	0	166	26
6	RHOB	615.105	0	166	26
6	KLHL9	615.105	1	166	26
6	PMF1	615.105	1	166	26
6	PTEN	615.105	0	166	26
6	CDKN2B	615.105	0	166	26
6	CEP135	615.105	1	166	26
6	MAPK7	615.105	0	166	26
6	NTRK1	615.105	0	166	26
6	ROCK2	615.105	0	166	26
6	IFNA1	615.105	0	166	26
6	KDR	615.105	0	166	26
6	ODC1	615.105	1	166	26
6	FGFR2	615.105	0	166	26
6	KIT	615.105	0	166	26
6	GRM5	615.105	0	166	26
6	MEF2D	615.105	0	166	26
6	FZD4	615.105	0	166	26
6	IGFBP7	615.105	0	166	26
6	ITGB2	11.831	0	4	2
6	SDC1	11.831	0	4	2
6	PCDH11Y	10.978	0	3	1
6	RPS4Y1	2.545	0	1	1
6	SRP72	5.166	0	2	1
7	ABI1	2.659	0	1	1
7	ANK2	533.939	0	146	17
7	COL1A1	533.939	0	146	17
7	COL6A2	533.939	1	146	17
7	CTNNB1	533.939	0	146	17
7	FGFR1	533.939	0	146	17
7	ITGB3	533.939	0	146	17
7	MLLT4	533.939	0	146	17
7	APC	533.939	0	146	17
7	CAST	533.939	0	146	17
7	CDKN2A	533.939	0	146	17
7	PTEN	533.939	0	146	17
7	CDKN2B	533.939	0	146	17
7	VLDLR	533.939	0	146	17
7	MET	533.939	0	146	17
7	CTDSP2	533.939	0	146	17
7	MYST4	533.939	0	146	17
7	CDH23	533.939	0	146	17
7	FRAP1	2.999	0	1	1
7	KLHL9	3.370	0	1	1
7	MARK4	2.635	0	1	1
8	CDKN2A	2.989	0	1	1
8	EGFR	139.178	1	38	2
8	FLNC	139.178	0	38	2
8	SFI1	11.500	0	3	1
9	EGFR	1291.033	0	322	4
9	PIK3R1	1291.033	1	322	4
9	SEC61G	1291.033	0	322	4
9	PTEN	1291.033	0	322	4
9	ZNF713	2.523	0	1	1
10	ADAM15	2.943	0	1	1
10	CDKN2A	2.962	0	1	1
10	EGFR	91.946	1	26	2
10	IFNA1	91.946	0	26	2
10	ELAVL2	3.009	0	1	1
11	A2M	1299.501	1	320	12
11	CDKN2A	1299.501	0	320	12
11	CLOCK	1299.501	0	320	12
11	TP53	1299.501	0	320	12
11	CFTR	1299.501	0	320	12
11	KDR	1299.501	0	320	12
11	CDKN2B	1299.501	0	320	12
11	DCN	1299.501	1	320	12
11	WNT2	1299.501	0	320	12
11	KIT	1299.501	1	320	12
11	ING3	1299.501	0	320	12
11	EXOC1	1299.501	0	320	12
11	ZNF107	5.965	0	2	1
12	MMP14	761.320	0	202	6
12	PRKY	761.320	0	202	6
12	TP53	761.320	0	202	6
12	PSMD13	761.320	0	202	6
12	TBL1Y	761.320	0	202	6
12	PCDH11Y	761.320	0	202	6
13	NOTCH1	6.110	0	2	1
13	TP53	303.573	0	84	1
14	CDKN2A	1288.128	0	325	4
14	CDKN2B	1288.128	0	325	4
14	IFNA1	1288.128	0	325	4
14	PTEN	1288.128	0	325	4
15	A2M	1023.132	0	263	16
15	ANK1	1023.132	0	263	16
15	CLOCK	1023.132	0	263	16
15	EP300	1023.132	0	263	16
15	SMAD4	1023.132	0	263	16
15	COL6A2	1023.132	0	263	16
15	FURIN	1023.132	0	263	16
15	HLA-DRB1	1023.132	1	263	16
15	MAPK9	1023.132	0	263	16
15	PIK3R1	1023.132	0	263	16
15	TEK	1023.132	0	263	16
15	TNFRSF10A	1023.132	0	263	16
15	NF1	1023.132	0	263	16
15	FGFR4	1023.132	0	263	16
15	ITPR3	1023.132	0	263	16
15	KCNG1	1023.132	0	263	16
15	DMBT1	12.590	1	2	1
15	KCNJ16	6.808	1	2	1
16	CDKN1B	932.507	0	236	9
16	IRS1	932.507	0	236	9
16	PIK3CA	932.507	0	236	9
16	RB1	932.507	0	236	9
16	TP53	932.507	0	236	9
16	FGFR2	932.507	0	236	9
16	GPR19	932.507	0	236	9
16	ITGA7	932.507	0	236	9
16	CYR61	932.507	1	236	9
16	ZNF99	4.477	0	1	1
17	HLA-DRB1	590.040	0	148	3
17	PRKY	590.040	0	148	3
17	TP53	590.040	0	148	3
17	PCDH11Y	25.816	0	6	1
17	RBMY1A1	3.849	0	1	1
17	TBL1Y	6.178	0	2	1
18	EGFR	1340.599	0	320	4
18	HLA-DRB1	1340.599	1	320	4
18	PPYR1	1340.599	0	320	4
