GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
DNAH9	MUT	263.442	6.469	0.021	0.027	NA	NA
SH3GL3	MUT	263.442	0.803	0.003	0.006	NA	NA
F8	MUT	263.442	2.004	0.009	0.015	NA	NA
ERCC6L	MUT	263.442	3.264	0.006	0.006	NA	NA
MCM3	MUT	263.442	1.730	0.006	0.006	NA	NA
NCL	MUT	263.442	0.803	0.003	0.003	NA	NA
KIR3DL2	MUT	32.073	0.098	0.003	0.018	NA	NA
KLC3	MUT	10.630	0.032	0.003	0.006	NA	NA
ZNF844	MUT	6.074	0.088	0.012	0.018	NA	NA
MYH6	MUT	5.160	0.016	0.003	0.006	NA	NA
