GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	564.628	86.834	0.418	0.470	Y	NA
COL1A2	MUT	564.628	12.171	0.043	0.043	N	NA
EGFR	AMPL_MUT	564.628	119.198	0.393	0.393	Y	NA
PTEN	MUT	564.628	62.691	0.247	0.314	Y	NA
LAMA1	MUT	564.628	6.581	0.018	0.018	N	NA
FCER1A	MUT	564.628	1.721	0.003	0.006	N	NA
FOXG1	MUT	564.628	1.721	0.003	0.009	N	NA
HLA-DRB1	AMPL	564.628	34.331	0.165	0.189	N	NA
PCDHGC5	MUT	18.763	0.582	0.085	0.110	N	NA
KCNA4	MUT	8.363	0.049	0.006	0.006	N	NA
