GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CCT6A	AMPL	201.596	3.993	0.055	0.082	N	NA
EGFR	AMPL_MUT	201.596	120.585	0.393	0.393	Y	NA
PLCG1	MUT	201.596	2.198	0.012	0.012	N	NA
TP53	MUT	201.596	88.996	0.284	0.284	Y	NA
COL1A2	MUT	16.272	13.663	0.043	0.043	N	NA
FLNA	MUT	16.272	1.270	0.012	0.018	N	NA
PRKY	DEL	5.195	29.734	0.162	0.195	N	NA
ELAVL2	DEL	4.507	0.343	0.088	0.143	N	NA
PCDH11Y	DEL_MUT	3.919	9.813	0.186	0.198	N	NA
PTEN	MUT	3.217	59.917	0.247	0.314	Y	NA
