GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
EGFR	MUT	577.796	119.198	0.393	0.393	Y	NA
GRIN2A	MUT	577.796	5.302	0.024	0.024	N	NA
LAMA5	MUT	577.796	6.563	0.015	0.015	N	NA
LRP1	MUT	577.796	7.235	0.021	0.034	N	NA
SGOL1	MUT	577.796	1.762	0.003	0.003	N	NA
TFAP2B	MUT	577.796	1.762	0.003	0.006	N	NA
CDH15	MUT	20.826	0.124	0.006	0.006	N	NA
ADAM12	MUT	15.302	1.426	0.009	0.024	N	NA
MAPKAPK3	MUT	14.830	0.045	0.003	0.003	N	NA
MACF1	MUT	2.936	0.019	0.006	0.024	N	NA
