GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADAM10	MUT	531.928	1.622	0.003	0.006	NA	NA
LAMC3	MUT	531.928	6.591	0.015	0.015	NA	NA
PARP1	MUT	531.928	3.010	0.006	0.006	NA	NA
TP53	MUT	531.928	159.660	0.284	0.284	NA	NA
RYR2	MUT	531.928	11.016	0.030	0.079	NA	NA
KIT	AMPL	531.928	21.746	0.055	0.076	NA	NA
PDGFRA	MUT	531.928	17.281	0.034	0.055	NA	NA
ZNF208	MUT	34.886	0.162	0.012	0.015	NA	NA
GRM8	MUT	15.334	7.920	0.018	0.024	NA	NA
PCDHA8	AMPL	12.696	3.379	0.006	0.012	NA	NA
ATP8B4	MUT	2.927	0.053	0.018	0.018	NA	NA
TTN	MUT	2.606	37.836	0.098	0.207	NA	NA
