GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	242.408	80.355	0.412	0.470	Y	NA
PIK3CA	MUT	242.408	27.134	0.091	0.091	Y	NA
EGFR	AMPL_MUT	242.408	107.539	0.393	0.393	Y	NA
PRKY	DEL	242.408	25.118	0.162	0.195	N	NA
RIMS2	MUT	242.408	5.140	0.024	0.034	N	NA
ITGB2	MUT	242.408	0.873	0.009	0.012	N	NA
COL1A2	MUT	242.408	13.581	0.043	0.043	N	NA
CCT6A	AMPL	22.577	3.699	0.055	0.082	N	NA
HLA-DRB1	AMPL	7.260	33.660	0.174	0.189	N	NA
PCDH11Y	DEL	3.835	1.589	0.186	0.198	N	NA
CHL1	MUT	3.538	0.046	0.009	0.021	N	NA
