GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
IKZF1	MUT	124.521	2.695	0.015	0.030	Y	NA
MCM3	MUT	124.521	0.488	0.006	0.006	N	NA
TP53	MUT	124.521	75.162	0.284	0.284	Y	NA
ITGAX	MUT	124.521	0.983	0.009	0.018	N	NA
PRKCD	MUT	124.521	0.380	0.003	0.009	N	NA
AKAP5	MUT	65.573	0.200	0.003	0.003	N	NA
PIK3CG	MUT	65.573	7.628	0.027	0.037	N	NA
HLA-DRB1	AMPL	65.573	33.660	0.174	0.189	N	NA
RYR3	MUT	16.168	0.851	0.027	0.052	N	NA
PCDHGC5	MUT	5.117	0.582	0.085	0.110	N	NA
