GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ATN1	MUT	439.881	4.920	0.009	0.015	NA	NA
CENPF	MUT	439.881	9.869	0.012	0.012	NA	NA
EGFR	AMPL_MUT	439.881	212.175	0.393	0.393	NA	NA
TP53	MUT	439.881	159.660	0.284	0.284	NA	NA
PXN	MUT	439.881	3.745	0.006	0.006	NA	NA
ITGA10	MUT	439.881	4.635	0.009	0.009	NA	NA
CLSPN	MUT	439.881	1.341	0.003	0.003	NA	NA
IFNG	MUT	439.881	6.031	0.015	0.034	NA	NA
WNT2	MUT	14.176	19.829	0.030	0.030	NA	NA
PCDHAC2	MUT	4.148	5.998	0.055	0.101	NA	NA
RGS14	MUT	3.602	0.011	0.003	0.003	NA	NA
ZNF841	MUT	3.436	0.010	0.003	0.003	NA	NA
