GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDK4	AMPL	563.387	64.369	0.113	0.116	NA	NA
MAD2L1	AMPL	563.387	1.718	0.003	0.003	NA	NA
MAPK1	MUT	563.387	5.013	0.009	0.009	NA	NA
TP53	MUT	563.387	159.660	0.284	0.284	NA	NA
LRP2	MUT	563.387	16.539	0.043	0.046	NA	NA
MAP3K1	MUT	563.387	6.081	0.012	0.015	NA	NA
COL17A1	MUT	563.387	1.718	0.003	0.024	NA	NA
PTEN	MUT	563.387	126.731	0.259	0.314	NA	NA
CEP135	AMPL	563.387	6.032	0.021	0.027	NA	NA
GRM8	MUT	563.387	7.920	0.018	0.024	NA	NA
RGS12	MUT	563.387	1.814	0.009	0.009	NA	NA
IL2	AMPL	563.387	1.718	0.003	0.003	NA	NA
KIT	AMPL	563.387	21.746	0.055	0.076	NA	NA
RASGRP2	MUT	563.387	4.755	0.006	0.006	NA	NA
HLA-DRB1	AMPL	563.387	79.274	0.171	0.189	NA	NA
PRDM9	MUT	14.149	1.969	0.015	0.024	NA	NA
PCDH11X	MUT	3.885	0.012	0.003	0.024	NA	NA
MYO6	MUT	3.585	0.011	0.003	0.006	NA	NA
