GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADRA2C	MUT	62.991	0.192	0.003	0.003	NA	NA
LPAR3	MUT	62.991	0.192	0.003	0.009	NA	NA
PLCG2	MUT	62.991	2.451	0.009	0.009	NA	NA
PRKY	DEL	62.991	74.809	0.174	0.195	NA	NA
RYR3	MUT	62.991	4.814	0.024	0.052	NA	NA
COL1A2	MUT	10.511	25.619	0.043	0.043	NA	NA
LUM	MUT	10.511	2.882	0.012	0.012	NA	NA
HLA-DRB1	AMPL	8.391	79.274	0.171	0.189	NA	NA
PCDH11Y	DEL	3.766	29.231	0.189	0.198	NA	NA
SMC3	MUT	3.698	7.928	0.021	0.024	NA	NA
ZNF135	MUT	2.595	0.016	0.006	0.006	NA	NA
TEK	MUT	2.582	8.803	0.040	0.064	NA	NA
TGFBR1	MUT	2.503	2.189	0.006	0.006	NA	NA
