GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ARHGDIB	DEL	255.031	0.778	0.003	0.006	NA	NA
RB1	MUT	255.031	36.394	0.061	0.070	NA	NA
TP53	MUT	255.031	159.660	0.284	0.284	NA	NA
HLA-DRB1	DEL	255.031	79.274	0.171	0.189	NA	NA
PLCG1	MUT	255.031	3.890	0.012	0.012	NA	NA
HDAC2	MUT	255.031	7.498	0.012	0.012	NA	NA
NES	MUT	255.031	2.732	0.006	0.006	NA	NA
TROAP	DEL	255.031	0.778	0.003	0.006	NA	NA
TUBA1B	DEL	255.031	4.912	0.006	0.009	NA	NA
CNTN1	DEL	255.031	3.977	0.006	0.006	NA	NA
WNT1	DEL	255.031	9.125	0.009	0.009	NA	NA
COL2A1	DEL	7.974	6.367	0.009	0.009	NA	NA
ITGAX	MUT	7.974	4.819	0.018	0.018	NA	NA
KLRC2	DEL	6.276	0.654	0.009	0.015	NA	NA
DMAP1	MUT	3.401	0.010	0.003	0.003	NA	NA
ZNF492	MUT	3.196	0.094	0.009	0.012	NA	NA
MED21	DEL	2.960	0.009	0.003	0.009	NA	NA
DHH	DEL	2.842	0.009	0.003	0.009	NA	NA
PPHLN1	DEL	2.750	0.008	0.003	0.003	NA	NA
GPR19	DEL	2.733	2.851	0.006	0.006	NA	NA
DUSP16	DEL	2.567	0.008	0.003	0.003	NA	NA
