GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
GRM5	MUT	398.242	5.881	0.012	0.012	NA	NA
LAMA3	MUT	398.242	6.143	0.012	0.012	NA	NA
RB1	MUT	398.242	36.394	0.061	0.070	NA	NA
LRP2	MUT	398.242	16.539	0.043	0.046	NA	NA
NTF3	MUT	398.242	1.214	0.003	0.009	NA	NA
PTEN	MUT	398.242	126.731	0.259	0.314	NA	NA
SNX9	MUT	398.242	1.226	0.006	0.009	NA	NA
NGEF	MUT	398.242	1.214	0.003	0.003	NA	NA
PPARG	MUT	398.242	1.214	0.003	0.003	NA	NA
CD46	MUT	27.389	0.106	0.006	0.009	NA	NA
HLF	MUT	25.599	0.078	0.003	0.003	NA	NA
PCDHAC2	MUT	15.758	5.998	0.055	0.101	NA	NA
ZNF544	MUT	5.870	0.028	0.006	0.006	NA	NA
ABL2	MUT	2.796	0.009	0.003	0.006	NA	NA
NSMAF	MUT	2.618	0.008	0.003	0.003	NA	NA
