GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CUBN	MUT	886.573	4.432	0.006	0.024	NA	NA
LAMA1	MUT	886.573	14.022	0.018	0.018	NA	NA
LCP1	MUT	886.573	2.703	0.003	0.003	NA	NA
PIK3CA	MUT	886.573	54.815	0.091	0.091	NA	NA
EIF4G3	AMPL	886.573	2.703	0.003	0.006	NA	NA
SPC25	MUT	886.573	2.703	0.003	0.003	NA	NA
TARDBP	AMPL	886.573	2.703	0.003	0.006	NA	NA
PCDHAC2	MUT	886.573	5.998	0.055	0.101	NA	NA
GNG12	AMPL	886.573	2.703	0.003	0.003	NA	NA
SFRS11	AMPL	886.573	2.703	0.003	0.003	NA	NA
PLA2G5	AMPL	886.573	2.703	0.003	0.003	NA	NA
RGS6	MUT	886.573	2.703	0.003	0.003	NA	NA
FGG	MUT	886.573	5.995	0.006	0.012	NA	NA
PRKG2	MUT	886.573	6.161	0.012	0.015	NA	NA
HNRNPR	DEL	886.573	2.712	0.006	0.006	NA	NA
IL22RA1	AMPL	886.573	2.703	0.003	0.003	NA	NA
PAX7	AMPL	886.573	2.721	0.006	0.006	NA	NA
ZNF275	MUT	19.709	0.060	0.003	0.006	NA	NA
SPEN	AMPL	5.936	0.018	0.003	0.012	NA	NA
TLR5	MUT	5.865	0.018	0.003	0.003	NA	NA
SDHB	AMPL	5.611	0.017	0.003	0.003	NA	NA
