GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDK4	AMPL	72.128	35.868	0.113	0.116	Y	NA
IFNG	AMPL	72.128	7.544	0.024	0.034	N	NA
COL14A1	MUT	45.049	1.959	0.009	0.015	N	NA
GABRG2	MUT	22.019	0.866	0.006	0.009	N	NA
PRKY	DEL	11.196	29.734	0.162	0.195	N	NA
VEGFA	AMPL	10.128	0.917	0.006	0.012	N	NA
PCDH11Y	DEL	5.796	9.813	0.186	0.198	N	NA
HLA-DRB1	AMPL	5.439	40.415	0.165	0.189	N	NA
GLI1	AMPL	3.290	7.774	0.046	0.064	N	NA
DCTN2	AMPL	2.860	0.081	0.024	0.064	N	NA
MRE11A	MUT	2.773	0.008	0.003	0.003	N	NA
