GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADORA1	AMPL	616.099	6.988	0.009	0.009	NA	NA
CDKN2A	DEL	616.099	174.479	0.421	0.470	NA	NA
RABIF	AMPL	616.099	1.878	0.003	0.006	NA	NA
MYOG	AMPL	616.099	1.891	0.006	0.006	NA	NA
PIK3C2B	AMPL	616.099	5.183	0.018	0.055	NA	NA
TEK	DEL	616.099	8.803	0.040	0.064	NA	NA
CACNA1H	DEL	616.099	4.135	0.034	0.043	NA	NA
ELAVL2	DEL	29.807	18.624	0.088	0.143	NA	NA
SNRPE	AMPL	29.807	9.469	0.027	0.030	NA	NA
SEC61G	AMPL	14.808	13.748	0.122	0.317	NA	NA
CHI3L1	AMPL	12.052	3.270	0.009	0.012	NA	NA
