GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CCND2	AMPL	163.840	0.500	0.003	0.015	NA	NA
NCAPD2	AMPL	163.840	0.500	0.003	0.006	NA	NA
PTPN6	AMPL	163.840	4.104	0.009	0.009	NA	NA
SP1	MUT	163.840	0.500	0.003	0.003	NA	NA
TP53	MUT	163.840	159.660	0.284	0.284	NA	NA
CD4	AMPL	163.840	4.840	0.009	0.009	NA	NA
FZD10	MUT	163.840	0.823	0.009	0.012	NA	NA
GNB3	AMPL	163.840	2.904	0.006	0.006	NA	NA
VAMP1	AMPL	11.058	0.034	0.003	0.006	NA	NA
KLRC2	AMPL	6.486	0.654	0.009	0.015	NA	NA
VWF	AMPL	2.732	0.008	0.003	0.030	NA	NA
