GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
MAPK8	DEL	472.342	2.259	0.006	0.018	N	NA
MAPK8IP1	DEL	472.342	1.440	0.003	0.006	N	NA
PRKACG	DEL	472.342	1.440	0.003	0.003	N	NA
PTBP1	DEL	472.342	1.440	0.003	0.009	N	NA
RASA1	DEL	472.342	1.440	0.003	0.003	N	NA
TP53	MUT	472.342	84.724	0.284	0.284	Y	NA
NCAPH	AMPL	472.342	1.440	0.003	0.003	N	NA
PCDH15	DEL	14.054	0.115	0.012	0.027	N	NA
HLA-DRB1	AMPL	8.790	34.761	0.162	0.189	N	NA
PRKG1	DEL	5.107	0.042	0.012	0.018	N	NA
