GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ABL1	MUT	609.174	4.633	0.006	0.006	NA	NA
CDK4	AMPL	609.174	64.369	0.113	0.116	NA	NA
CDKN2A	DEL	609.174	174.479	0.421	0.470	NA	NA
TLE4	MUT	609.174	1.857	0.003	0.009	NA	NA
GLI1	AMPL	609.174	40.388	0.064	0.064	NA	NA
PDS5A	MUT	609.174	1.857	0.003	0.006	NA	NA
MAP4K1	MUT	609.174	1.857	0.003	0.009	NA	NA
CACNA1S	MUT	609.174	3.068	0.009	0.027	NA	NA
KIF5A	AMPL	609.174	19.046	0.055	0.064	NA	NA
ZNF99	MUT	11.923	0.050	0.006	0.012	NA	NA
ARHGAP9	AMPL	5.959	0.027	0.006	0.064	NA	NA
CYP27B1	AMPL	2.722	0.031	0.006	0.128	NA	NA
GK	MUT	2.637	0.008	0.003	0.009	NA	NA
CARD11	MUT	2.566	0.016	0.006	0.018	NA	NA
