GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	663.998	174.479	0.421	0.470	NA	NA
GABRB2	MUT	663.998	2.420	0.006	0.015	NA	NA
HLA-DRB1	AMPL	663.998	79.274	0.171	0.189	NA	NA
LRP2	MUT	663.998	16.539	0.043	0.046	NA	NA
RHOQ	MUT	663.998	2.024	0.003	0.003	NA	NA
HSPG2	MUT	663.998	15.492	0.021	0.024	NA	NA
SEC61G	AMPL	19.557	13.748	0.122	0.317	NA	NA
MCM7	MUT	5.543	0.017	0.003	0.012	NA	NA
NPY5R	MUT	4.939	0.015	0.003	0.009	NA	NA
ATR	MUT	3.822	4.040	0.009	0.018	NA	NA
