GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	203.276	87.395	0.418	0.470	Y	NA
EGF	MUT	203.276	2.150	0.006	0.009	N	NA
GRIN2A	MUT	203.276	5.001	0.021	0.024	N	NA
LAMB1	MUT	203.276	2.383	0.009	0.015	N	NA
PIK3CA	MUT	203.276	30.035	0.091	0.091	Y	NA
PTEN	MUT	203.276	59.917	0.247	0.314	Y	NA
GLI3	MUT	203.276	3.621	0.009	0.018	N	NA
MET	MUT	203.276	4.332	0.015	0.030	Y	NA
SEC61G	AMPL	6.833	6.041	0.101	0.317	N	NA
PCDHA10	DEL	3.897	1.281	0.018	0.024	N	NA
