GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
COL6A2	MUT	165.791	13.173	0.024	0.027	NA	NA
DNMBP	MUT	165.791	0.505	0.003	0.024	NA	NA
PTEN	MUT	165.791	126.731	0.259	0.314	NA	NA
EPHA4	MUT	165.791	0.505	0.003	0.006	NA	NA
CACNA1E	MUT	40.390	1.235	0.006	0.015	NA	NA
FZD10	MUT	40.390	0.823	0.009	0.012	NA	NA
PARD3	MUT	40.390	4.055	0.009	0.018	NA	NA
PCDH15	DEL	12.732	4.189	0.015	0.027	NA	NA
DDR1	MUT	6.934	0.021	0.003	0.009	NA	NA
AGL	MUT	5.802	0.018	0.003	0.003	NA	NA
ELAVL2	DEL	4.155	18.624	0.088	0.143	NA	NA
PRKG1	DEL	3.548	0.789	0.012	0.018	NA	NA
ALS2CR8	MUT	3.496	0.019	0.006	0.006	NA	NA
CDKN2A	DEL	2.685	174.479	0.421	0.470	NA	NA
IFNA1	DEL	2.580	8.152	0.024	0.256	NA	NA
