GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	264.187	174.479	0.421	0.470	NA	NA
CREBBP	MUT	264.187	6.554	0.015	0.015	NA	NA
PPP3CC	DEL	264.187	0.805	0.003	0.003	NA	NA
EGFR	AMPL	264.187	212.175	0.393	0.393	NA	NA
FBLN2	MUT	264.187	5.678	0.012	0.018	NA	NA
RAD21	MUT	264.187	0.805	0.003	0.003	NA	NA
ZNF713	AMPL	15.667	7.057	0.076	0.116	NA	NA
SEC61G	AMPL	11.476	13.748	0.122	0.317	NA	NA
CCT6A	AMPL	9.903	16.576	0.073	0.082	NA	NA
GRM8	MUT	5.843	7.920	0.018	0.024	NA	NA
CNGB1	MUT	5.072	0.025	0.006	0.006	NA	NA
PHKG1	AMPL	3.122	11.850	0.064	0.079	NA	NA
KLHL9	DEL	2.883	10.024	0.058	0.229	NA	NA
