GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
EGFR	AMPL_MUT	347.853	212.175	0.393	0.393	NA	NA
HSPG2	MUT	347.853	15.492	0.021	0.024	NA	NA
LAMC3	MUT	347.853	6.591	0.015	0.015	NA	NA
MDM2	AMPL	347.853	11.506	0.018	0.076	NA	NA
MC2R	MUT	347.853	3.613	0.006	0.009	NA	NA
KIF5A	AMPL	19.717	19.046	0.055	0.064	NA	NA
TRRAP	MUT	6.925	8.985	0.027	0.034	NA	NA
TNXB	MUT	3.436	0.040	0.009	0.009	NA	NA
MMP12	MUT	3.159	0.010	0.003	0.003	NA	NA
SF3B2	MUT	2.675	0.008	0.003	0.006	NA	NA
