GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDC2L1	DEL	415.084	8.290	0.012	0.021	NA	NA
CDKN2A	DEL	415.084	174.479	0.421	0.470	NA	NA
SMC1A	MUT	415.084	4.216	0.012	0.015	NA	NA
TCF3	MUT	415.084	4.488	0.006	0.006	NA	NA
EGFR	MUT	415.084	212.175	0.393	0.393	NA	NA
NUMA1	MUT	415.084	3.762	0.009	0.012	NA	NA
HLA-DRB1	AMPL	415.084	79.274	0.171	0.189	NA	NA
ZNF860	MUT	32.848	0.128	0.006	0.006	NA	NA
CNKSR2	MUT	11.147	0.034	0.003	0.006	NA	NA
CCT2	MUT	7.350	3.405	0.018	0.030	NA	NA
SOCS4	MUT	7.211	0.022	0.003	0.003	NA	NA
CACNA1S	MUT	3.201	3.068	0.009	0.027	NA	NA
ANK1	MUT	3.064	9.484	0.021	0.037	NA	NA
