GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ITGAX	MUT	175.464	4.819	0.018	0.018	NA	NA
ITPR1	MUT	175.464	3.074	0.009	0.012	NA	NA
NID1	MUT	175.464	0.535	0.003	0.003	NA	NA
CDKN2A	DEL	11.247	174.479	0.421	0.470	NA	NA
CDKN2B	DEL	11.247	10.842	0.046	0.448	NA	NA
ARHGAP5	MUT	9.653	0.443	0.006	0.009	NA	NA
SHB	MUT	3.741	0.011	0.003	0.012	NA	NA
PCDHGC5	MUT	3.605	13.926	0.085	0.110	NA	NA
PPYR1	DEL	3.462	13.535	0.037	0.040	NA	NA
PTPRD	MUT	3.263	4.135	0.015	0.015	NA	NA
EIF4E1B	MUT	2.858	0.009	0.003	0.006	NA	NA
ZNF358	MUT	2.630	0.008	0.003	0.009	NA	NA
KLHL9	DEL	2.537	10.024	0.058	0.229	NA	NA
IFNA1	DEL	2.509	8.152	0.024	0.256	NA	NA
