GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	367.783	174.479	0.421	0.470	NA	NA
EGFR	MUT	367.783	212.175	0.393	0.393	NA	NA
PIK3CA	MUT	367.783	54.815	0.091	0.091	NA	NA
CDKN2B	DEL	367.783	10.842	0.046	0.448	NA	NA
GLI1	MUT	367.783	40.388	0.064	0.064	NA	NA
FAT2	MUT	9.109	0.182	0.018	0.027	NA	NA
ELAVL1	MUT	8.485	0.026	0.003	0.003	NA	NA
ITPR1	MUT	5.666	3.074	0.009	0.012	NA	NA
PARK7	DEL	4.815	0.071	0.012	0.015	NA	NA
UBE4B	DEL	2.880	0.009	0.003	0.009	NA	NA
