GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
AKT1	MUT	814.377	4.639	0.012	0.012	NA	NA
EGFR	AMPL_MUT	814.377	212.175	0.393	0.393	NA	NA
HLA-DRB1	AMPL	814.377	79.274	0.171	0.189	NA	NA
HLA-G	MUT	814.377	2.483	0.003	0.003	NA	NA
PIK3CB	MUT	814.377	5.004	0.006	0.009	NA	NA
SYNJ1	AMPL	814.377	2.483	0.003	0.006	NA	NA
TLR10	MUT	814.377	2.483	0.003	0.003	NA	NA
VEGFA	MUT	814.377	8.248	0.012	0.012	NA	NA
FGA	MUT	814.377	6.003	0.009	0.015	NA	NA
GRM3	MUT	814.377	4.857	0.018	0.030	NA	NA
ITPR3	MUT	814.377	9.025	0.012	0.018	NA	NA
PCDHB4	MUT	814.377	2.524	0.006	0.006	NA	NA
CIT	MUT	8.323	0.025	0.003	0.006	NA	NA
PTPRA	MUT	6.130	0.019	0.003	0.006	NA	NA
PAX7	AMPL	5.793	2.721	0.006	0.006	NA	NA
CHL1	MUT	5.715	0.046	0.009	0.021	NA	NA
CACNA1H	MUT	3.136	4.135	0.034	0.043	NA	NA
SGOL2	MUT	2.562	3.390	0.012	0.012	NA	NA
ZNF709	MUT	2.505	0.025	0.006	0.006	NA	NA
