GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDK6	AMPL	353.111	3.761	0.012	0.018	Y	NA
PSMC2	AMPL	353.111	1.077	0.003	0.006	N	NA
ZNF3	AMPL	353.111	2.074	0.006	0.012	N	NA
XRCC2	AMPL	353.111	1.077	0.003	0.018	N	NA
TCRBV8S1	AMPL	353.111	1.077	0.003	0.009	N	NA
COL1A2	AMPL	353.111	13.663	0.043	0.043	N	NA
EGFR	AMPL	353.111	120.585	0.393	0.393	Y	NA
LAMB4	AMPL	353.111	5.950	0.018	0.018	N	NA
NOS3	AMPL	353.111	8.173	0.021	0.027	N	NA
ZNF212	AMPL	353.111	1.093	0.009	0.012	N	NA
EZH2	AMPL	353.111	1.099	0.006	0.015	Y	NA
PCDH11Y	DEL	6.240	9.813	0.186	0.198	N	NA
GPC2	AMPL	3.524	0.020	0.006	0.006	N	NA
PRKY	DEL	3.435	29.734	0.162	0.195	N	NA
TES	AMPL	3.421	0.018	0.006	0.018	N	NA
SRI	AMPL	2.822	0.035	0.009	0.015	N	NA
