GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADRBK2	MUT	1217.363	7.142	0.006	0.006	NA	NA
APC	MUT	1217.363	5.339	0.006	0.006	NA	NA
CDK4	AMPL	1217.363	64.369	0.113	0.116	NA	NA
EGFR	MUT	1217.363	212.175	0.393	0.393	NA	NA
GLI1	AMPL	1217.363	40.388	0.064	0.064	NA	NA
TNKS	MUT	1217.363	3.711	0.003	0.006	NA	NA
TP53	MUT	1217.363	159.660	0.284	0.284	NA	NA
VEGFA	AMPL	1217.363	8.248	0.012	0.012	NA	NA
KIF5A	AMPL	1217.363	19.046	0.055	0.064	NA	NA
SMARCA4	MUT	1217.363	3.711	0.003	0.003	NA	NA
DCTN2	AMPL	1217.363	9.271	0.021	0.064	NA	NA
ATP5B	MUT	1217.363	3.711	0.003	0.012	NA	NA
PCDHGC5	MUT	37.914	13.926	0.085	0.110	NA	NA
ZNF625	MUT	12.798	0.039	0.003	0.003	NA	NA
INHBC	AMPL	2.768	1.536	0.012	0.052	NA	NA
