GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ALMS1	MUT	531.882	1.631	0.006	0.006	NA	NA
BUB3	DEL	531.882	14.339	0.021	0.021	NA	NA
RPA2	DEL	531.882	3.351	0.006	0.006	NA	NA
EGFR	MUT	531.882	212.175	0.393	0.393	NA	NA
FGFR2	DEL	531.882	6.314	0.012	0.027	NA	NA
MAPK8	DEL	531.882	13.570	0.018	0.018	NA	NA
PRKY	DEL	531.882	74.809	0.174	0.195	NA	NA
SLC6A3	DEL	531.882	7.884	0.018	0.018	NA	NA
VCL	DEL	531.882	6.377	0.009	0.021	NA	NA
GTF2H2	AMPL	531.882	4.838	0.009	0.027	NA	NA
PLAU	DEL	531.882	3.655	0.006	0.021	NA	NA
P4HA1	DEL	531.882	10.181	0.015	0.021	NA	NA
WNT2	MUT	531.882	19.829	0.030	0.030	NA	NA
NCOA4	DEL	531.882	1.622	0.003	0.012	NA	NA
MYST4	DEL	531.882	3.686	0.009	0.030	NA	NA
PCDH11Y	DEL	531.882	29.231	0.189	0.198	NA	NA
CNTFR	DEL	531.882	1.622	0.003	0.006	NA	NA
ZNF239	DEL	19.926	0.263	0.018	0.018	NA	NA
HNRNPF	DEL	8.337	12.122	0.018	0.018	NA	NA
SEC24C	DEL	5.968	2.747	0.009	0.021	NA	NA
RYR2	MUT	5.606	11.016	0.030	0.079	NA	NA
C3	MUT	4.937	0.228	0.018	0.018	NA	NA
TACR2	DEL	4.367	0.067	0.015	0.018	NA	NA
HNRNPH3	DEL	3.435	3.073	0.015	0.021	NA	NA
RFX6	MUT	3.309	0.045	0.009	0.018	NA	NA
SHPRH	MUT	3.101	0.018	0.006	0.006	NA	NA
UROS	DEL	2.648	0.008	0.003	0.021	NA	NA
NEUROG3	DEL	2.502	2.143	0.018	0.018	NA	NA
