GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CAST	MUT	1093.525	3.334	0.003	0.006	NA	NA
CD3G	AMPL	1093.525	19.726	0.024	0.030	NA	NA
CDKN2A	DEL	1093.525	174.479	0.421	0.470	NA	NA
CHEK1	MUT	1093.525	4.317	0.006	0.012	NA	NA
COL1A1	MUT	1093.525	8.979	0.012	0.012	NA	NA
COL3A1	MUT	1093.525	9.083	0.015	0.018	NA	NA
EGFR	AMPL	1093.525	212.175	0.393	0.393	NA	NA
MYLK2	MUT	1093.525	3.334	0.003	0.003	NA	NA
POU2F1	MUT	1093.525	4.697	0.006	0.006	NA	NA
NTRK3	MUT	1093.525	3.334	0.003	0.006	NA	NA
MYST4	MUT	9.964	3.686	0.009	0.030	NA	NA
