GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	558.186	174.479	0.421	0.470	NA	NA
COL6A1	MUT	558.186	2.662	0.006	0.006	NA	NA
EGFR	MUT	558.186	212.175	0.393	0.393	NA	NA
CUL1	MUT	558.186	15.123	0.021	0.021	NA	NA
EHHADH	MUT	558.186	1.711	0.006	0.006	NA	NA
TPR	MUT	558.186	1.710	0.006	0.006	NA	NA
CCL3L1	AMPL	18.910	5.386	0.009	0.021	NA	NA
RGS12	MUT	18.910	1.814	0.009	0.009	NA	NA
CDH19	MUT	9.132	0.039	0.006	0.006	NA	NA
LRP2	MUT	8.663	16.539	0.043	0.046	NA	NA
