GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
APOB	MUT	455.277	17.396	0.037	0.040	NA	NA
CDK6	AMPL	455.277	7.751	0.012	0.018	NA	NA
COL1A2	AMPL	455.277	25.619	0.043	0.043	NA	NA
EGFR	AMPL	455.277	212.175	0.393	0.393	NA	NA
EGR1	MUT	455.277	5.480	0.009	0.009	NA	NA
PARP1	MUT	455.277	3.010	0.006	0.006	NA	NA
GNGT1	AMPL	455.277	11.600	0.015	0.015	NA	NA
HKR1	MUT	14.662	0.045	0.003	0.003	NA	NA
NUP54	MUT	8.370	0.034	0.006	0.006	NA	NA
PCDHAC2	MUT	6.574	5.998	0.055	0.101	NA	NA
