GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ACAN	MUT	488.245	1.489	0.003	0.012	NA	NA
CDKN2A	DEL	488.245	174.479	0.421	0.470	NA	NA
CENPE	MUT	488.245	5.102	0.009	0.009	NA	NA
TP53	MUT	488.245	159.660	0.284	0.284	NA	NA
CSNK2A1	MUT	488.245	1.489	0.003	0.003	NA	NA
NOS3	MUT	488.245	18.078	0.027	0.027	NA	NA
NUP153	MUT	488.245	5.499	0.009	0.009	NA	NA
PLCL1	MUT	488.245	5.337	0.009	0.009	NA	NA
CCT6A	AMPL	20.233	16.576	0.073	0.082	NA	NA
KCNH1	MUT	9.600	0.057	0.009	0.012	NA	NA
SEC61G	AMPL	6.374	13.748	0.122	0.317	NA	NA
ICK	DEL	6.222	0.019	0.003	0.006	NA	NA
PHKG1	AMPL	2.953	11.850	0.064	0.079	NA	NA
