GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ARHGAP5	MUT	135.670	0.443	0.006	0.009	NA	NA
CDKN2A	DEL	135.670	174.479	0.421	0.470	NA	NA
CENPE	MUT	135.670	5.102	0.009	0.009	NA	NA
TP53	MUT	135.670	159.660	0.284	0.284	NA	NA
FGFR3	AMPL	135.670	5.084	0.009	0.015	NA	NA
PRKY	DEL	65.497	74.809	0.174	0.195	NA	NA
RIMS2	MUT	40.190	2.076	0.009	0.034	NA	NA
CTNNA1	MUT	12.960	0.040	0.003	0.003	NA	NA
PCDH11Y	DEL	12.960	29.231	0.189	0.198	NA	NA
ADCY2	MUT	12.701	1.772	0.006	0.009	NA	NA
CASP3	DEL	2.707	0.008	0.003	0.003	NA	NA
OSMR	MUT	2.700	0.008	0.003	0.009	NA	NA
