GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ATM	MUT	491.151	1.497	0.003	0.018	NA	NA
CDKN2A	DEL	491.151	174.479	0.421	0.470	NA	NA
CUL1	MUT	491.151	15.123	0.021	0.021	NA	NA
CNTN2	MUT	491.151	1.945	0.006	0.018	NA	NA
EGFR	AMPL_MUT	491.151	212.175	0.393	0.393	NA	NA
WT1	MUT	491.151	1.497	0.003	0.003	NA	NA
PRKY	DEL	491.151	74.809	0.174	0.195	NA	NA
FLNC	AMPL	491.151	5.222	0.012	0.024	NA	NA
SMO	AMPL	491.151	4.790	0.009	0.015	NA	NA
C3	MUT	16.460	0.228	0.018	0.018	NA	NA
PCDH11Y	DEL	12.071	29.231	0.189	0.198	NA	NA
EFNB3	MUT	3.690	0.011	0.003	0.003	NA	NA
