GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ACACA	MUT	980.301	2.989	0.003	0.015	NA	NA
CCDC99	MUT	980.301	2.989	0.003	0.003	NA	NA
CCNE1	DEL	980.301	6.516	0.009	0.009	NA	NA
ELN	MUT	980.301	7.118	0.006	0.018	NA	NA
PRKX	DEL	980.301	6.151	0.006	0.006	NA	NA
TP53	MUT	980.301	159.660	0.284	0.284	NA	NA
RAB9A	DEL	980.301	2.989	0.003	0.003	NA	NA
CEP63	DEL	980.301	6.048	0.009	0.009	NA	NA
ITGAD	MUT	980.301	3.175	0.006	0.006	NA	NA
NF1	MUT	980.301	15.324	0.021	0.095	NA	NA
GYG2	DEL	980.301	3.732	0.006	0.006	NA	NA
ZNF235	DEL	22.146	0.076	0.006	0.006	NA	NA
PCDH19	MUT	18.075	0.083	0.009	0.018	NA	NA
OBSCN	MUT	9.052	0.052	0.012	0.030	NA	NA
KLK10	DEL	7.464	0.023	0.003	0.003	NA	NA
TRAPPC2	DEL	5.605	0.017	0.003	0.003	NA	NA
CLCN4	DEL	3.349	0.010	0.003	0.006	NA	NA
UQCRFS1	DEL	3.056	0.009	0.003	0.003	NA	NA
DICER1	MUT	2.763	0.008	0.003	0.015	NA	NA
