GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	259.091	87.395	0.418	0.470	Y	NA
EGFR	MUT	259.091	120.585	0.393	0.393	Y	NA
PLG	MUT	259.091	1.540	0.006	0.009	N	NA
LAMA2	MUT	259.091	3.107	0.012	0.018	N	NA
PTEN	MUT	259.091	59.917	0.247	0.314	Y	NA
PCDH15	MUT	9.520	0.139	0.012	0.027	N	NA
BRCA1	MUT	6.227	1.731	0.009	0.012	Y	NA
SLIT3	MUT	4.367	0.023	0.006	0.030	N	NA
CACNA1I	MUT	3.138	0.661	0.009	0.012	N	NA
RXRA	MUT	2.961	0.009	0.003	0.006	N	NA
