GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
DRD5	MUT	509.599	2.701	0.012	0.027	N	NA
FGFR3	MUT	509.599	3.340	0.009	0.015	Y	NA
KIT	MUT	509.599	12.474	0.058	0.076	Y	NA
TP53	MUT	509.599	87.476	0.284	0.284	Y	NA
PTEN	MUT	509.599	62.691	0.247	0.314	Y	NA
RIMS2	MUT	509.599	3.698	0.015	0.034	N	NA
PIAS1	MUT	509.599	1.554	0.003	0.003	N	NA
RELN	MUT	17.424	3.238	0.018	0.046	N	NA
PCDH11Y	DEL_MUT	13.523	1.589	0.186	0.198	N	NA
ELAVL2	DEL	5.501	0.343	0.088	0.143	N	NA
