GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADORA1	AMPL	212.773	6.988	0.009	0.009	NA	NA
DMD	MUT	212.773	20.171	0.040	0.040	NA	NA
EGFR	AMPL_MUT	212.773	212.175	0.393	0.393	NA	NA
GABRA5	MUT	29.639	0.122	0.006	0.009	NA	NA
CHI3L1	AMPL	11.081	3.270	0.009	0.012	NA	NA
NUAK2	AMPL	7.739	0.048	0.006	0.006	NA	NA
TEK	DEL	6.198	8.803	0.040	0.064	NA	NA
SNRPE	AMPL	5.322	9.469	0.027	0.030	NA	NA
MYOG	AMPL	4.244	1.891	0.006	0.006	NA	NA
SRPR	MUT	3.813	0.012	0.003	0.006	NA	NA
PCDH11Y	MUT	3.685	29.231	0.189	0.198	NA	NA
ELAVL2	DEL	2.747	18.624	0.088	0.143	NA	NA
CDKN2A	DEL	2.605	174.479	0.421	0.470	NA	NA
