GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	561.568	174.479	0.421	0.470	NA	NA
DOCK2	MUT	561.568	2.943	0.009	0.018	NA	NA
EGFR	AMPL_MUT	561.568	212.175	0.393	0.393	NA	NA
LAMB4	MUT	561.568	4.816	0.012	0.018	NA	NA
NCR1	MUT	561.568	1.712	0.003	0.006	NA	NA
IRS1	MUT	561.568	5.515	0.009	0.009	NA	NA
PRKY	DEL	561.568	74.809	0.174	0.195	NA	NA
HSPG2	MUT	561.568	15.492	0.021	0.024	NA	NA
HLA-DRB1	AMPL	561.568	79.274	0.171	0.189	NA	NA
SCML2	MUT	561.568	1.721	0.006	0.006	NA	NA
PCDH11Y	DEL	7.267	29.231	0.189	0.198	NA	NA
ATP8B4	MUT	2.722	0.053	0.018	0.018	NA	NA
