GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CCT6A	AMPL	591.714	3.993	0.055	0.082	N	NA
CDK6	AMPL	591.714	3.761	0.012	0.018	Y	NA
CDKN2A	DEL	591.714	87.395	0.418	0.470	Y	NA
EGFR	AMPL	591.714	120.585	0.393	0.393	Y	NA
HNRNPA2B1	AMPL	591.714	3.058	0.006	0.012	Y	NA
NOS3	AMPL	591.714	8.173	0.021	0.027	N	NA
PSMA2	AMPL	591.714	6.717	0.015	0.015	N	NA
STK17A	AMPL	591.714	2.670	0.006	0.018	N	NA
ITGB8	AMPL	591.714	2.314	0.006	0.015	N	NA
LAMB4	AMPL	591.714	5.950	0.018	0.018	N	NA
VAV1	MUT	591.714	4.625	0.009	0.009	N	NA
PIK3CG	AMPL	591.714	8.086	0.024	0.037	N	NA
COL1A2	AMPL	591.714	13.663	0.043	0.043	N	NA
RELN	AMPL	591.714	3.209	0.018	0.046	N	NA
IGFBP3	AMPL	17.388	1.325	0.009	0.018	N	NA
PCDHA10	DEL	7.697	1.281	0.018	0.024	N	NA
HOXA2	AMPL	6.220	0.019	0.003	0.015	N	NA
SRI	AMPL	3.200	0.035	0.009	0.015	N	NA
GPC2	AMPL	3.099	0.020	0.006	0.006	N	NA
