GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CACNA1B	MUT	317.243	5.048	0.012	0.015	NA	NA
EGFR	MUT	317.243	212.175	0.393	0.393	NA	NA
PLS3	DEL	317.243	0.967	0.003	0.003	NA	NA
PRKY	DEL	317.243	74.809	0.174	0.195	NA	NA
PTEN	DEL	317.243	126.731	0.259	0.314	NA	NA
NEFM	MUT	16.855	0.090	0.006	0.012	NA	NA
CEP250	MUT	6.839	1.285	0.006	0.009	NA	NA
CELSR3	MUT	6.837	0.064	0.009	0.012	NA	NA
PCDH11Y	DEL	6.837	29.231	0.189	0.198	NA	NA
PRKG2	MUT	6.816	6.161	0.012	0.015	NA	NA
ATP8B3	MUT	2.948	0.026	0.009	0.009	NA	NA
IBTK	MUT	2.583	0.008	0.003	0.003	NA	NA
