GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	368.513	174.479	0.421	0.470	NA	NA
LAMA1	MUT	368.513	14.022	0.018	0.018	NA	NA
PIK3CA	MUT	368.513	54.815	0.091	0.091	NA	NA
TEK	DEL	368.513	8.803	0.040	0.064	NA	NA
WNT5B	MUT	368.513	2.486	0.006	0.009	NA	NA
GLIS1	MUT	368.513	1.124	0.003	0.009	NA	NA
SMO	MUT	368.513	4.790	0.009	0.015	NA	NA
CD97	MUT	16.256	0.050	0.003	0.003	NA	NA
PCDHAC2	MUT	4.036	5.998	0.055	0.101	NA	NA
FGD4	MUT	2.996	0.009	0.003	0.012	NA	NA
RYR3	MUT	2.969	4.814	0.024	0.052	NA	NA
IFNA1	DEL	2.610	8.152	0.024	0.256	NA	NA
TTN	MUT	2.525	37.836	0.098	0.207	NA	NA
