GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
BRAF	MUT	1076.012	12.240	0.015	0.018	NA	NA
LRP6	MUT	1076.012	3.281	0.003	0.006	NA	NA
PIK3CA	MUT	1076.012	54.815	0.091	0.091	NA	NA
PLG	MUT	1076.012	5.556	0.009	0.009	NA	NA
TUBA4A	MUT	1076.012	3.281	0.003	0.003	NA	NA
CREBBP	MUT	1076.012	6.554	0.015	0.015	NA	NA
LAMA2	MUT	1076.012	7.166	0.012	0.018	NA	NA
PDGFRA	MUT	1076.012	17.281	0.034	0.055	NA	NA
RYR2	MUT	1076.012	11.016	0.030	0.079	NA	NA
CELSR1	MUT	1076.012	8.478	0.015	0.015	NA	NA
PCDHGC5	MUT	1076.012	13.926	0.085	0.110	NA	NA
IL1B	MUT	5.844	0.018	0.003	0.003	NA	NA
BCL11A	MUT	2.988	0.009	0.003	0.034	NA	NA
SPTBN1	MUT	2.645	0.008	0.003	0.006	NA	NA
SAFB	MUT	2.588	0.008	0.003	0.003	NA	NA
