GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CD2	MUT	826.986	2.521	0.003	0.003	NA	NA
FOS	MUT	826.986	2.521	0.003	0.003	NA	NA
HSPG2	MUT	826.986	15.492	0.021	0.024	NA	NA
LAMC1	MUT	826.986	4.646	0.006	0.006	NA	NA
LYN	MUT	826.986	4.876	0.009	0.009	NA	NA
PIK3CB	MUT	826.986	5.004	0.006	0.009	NA	NA
CDKN2A	DEL	826.986	174.479	0.421	0.470	NA	NA
NCOR2	MUT	826.986	5.803	0.009	0.009	NA	NA
DMD	AMPL	826.986	20.171	0.040	0.040	NA	NA
PRSS2	DEL	826.986	7.185	0.018	0.030	NA	NA
ITPR1	MUT	826.986	3.074	0.009	0.012	NA	NA
NONO	MUT	826.986	2.531	0.006	0.006	NA	NA
