GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADAM12	MUT	986.883	11.721	0.018	0.024	NA	NA
EGFR	MUT	986.883	212.175	0.393	0.393	NA	NA
FN1	MUT	986.883	10.430	0.015	0.018	NA	NA
ITGB3	MUT	986.883	7.848	0.012	0.012	NA	NA
NF1	MUT	986.883	15.324	0.021	0.095	NA	NA
TP53	MUT	986.883	159.660	0.284	0.284	NA	NA
CDKN2A	MUT	986.883	174.479	0.421	0.470	NA	NA
HSP90AA1	MUT	986.883	6.091	0.009	0.009	NA	NA
PCDHA10	DEL	986.883	3.097	0.018	0.024	NA	NA
ASPM	MUT	986.883	4.154	0.009	0.015	NA	NA
ATR	MUT	986.883	4.040	0.009	0.018	NA	NA
TRRAP	MUT	986.883	8.985	0.027	0.034	NA	NA
TSC2	MUT	986.883	7.958	0.012	0.012	NA	NA
GNAS	MUT	986.883	5.161	0.006	0.006	NA	NA
WNT2	AMPL	986.883	19.829	0.030	0.030	NA	NA
MET	MUT	986.883	8.476	0.015	0.030	NA	NA
DOCK1	MUT	986.883	3.009	0.003	0.030	NA	NA
HLA-DRB1	AMPL	16.431	79.274	0.171	0.189	NA	NA
NPTX2	MUT	11.454	0.162	0.021	0.024	NA	NA
CD46	MUT	7.528	0.106	0.006	0.009	NA	NA
