GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ANK1	MUT	1019.390	9.484	0.021	0.037	NA	NA
COL6A2	MUT	1019.390	13.173	0.024	0.027	NA	NA
EP300	MUT	1019.390	5.973	0.009	0.009	NA	NA
SMAD4	MUT	1019.390	5.280	0.006	0.006	NA	NA
FURIN	MUT	1019.390	3.108	0.003	0.006	NA	NA
HLA-DRB1	AMPL	1019.390	79.274	0.171	0.189	NA	NA
MAPK9	MUT	1019.390	4.941	0.006	0.006	NA	NA
PIK3R1	MUT	1019.390	51.800	0.091	0.091	NA	NA
TNFRSF10A	MUT	1019.390	3.108	0.003	0.009	NA	NA
FGFR4	MUT	1019.390	4.864	0.006	0.012	NA	NA
ITPR3	MUT	1019.390	9.025	0.012	0.018	NA	NA
KCNG1	MUT	1019.390	4.227	0.006	0.012	NA	NA
DMBT1	MUT	12.590	0.038	0.003	0.034	NA	NA
KCNJ16	MUT	6.808	0.021	0.003	0.006	NA	NA
